OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
159,4_336415_1__6_I,20150709,4,336415,001,1,2,1,1,,6,30,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20070516,20070516,,512.648642178941,22.96,4,90,21,,,4__1_____2_IT_1_4_1__6_TI_I_30,,,,4__1___,4__1_____2_IT_1,4_1,4_1_,4_1_6
160,4_336414_1__5_I,20150709,4,336414,001,1,1,1,1,,5,4,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20070516,20070516,,1190.463,22.96,4,90,21,,,4__1_____1_IT_1_4_1__5_TI_I_4,,,,4__1___,4__1_____1_IT_1,4_1,4_1_,4_1_5
161,4_336415_2__8_I,20150709,4,336415,001,1,2,1,2,,8,29,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20070516,20070516,,562.896386764196,22.96,4,93,360,,,4__1_____2_IT_1_4_2__8_TI_I_29,,,,4__1___,4__1_____2_IT_1,4_2,4_2_,4_2_8
162,4_336414_2__7_I,20150709,4,336414,001,1,1,1,2,,7,5,TI,I,VALDEACEDERAS,28,079,MADRID,A,Calle de Bravo Murillo N 332,20070516,20070516,,514.395281290021,22.96,4,93,360,,,4__1_____1_IT_1_4_2__7_TI_I_5,,,,4__1___,4__1_____1_IT_1,4_2,4_2_,4_2_7
163,4_336415_4__12_I,20150709,4,336415,001,1,2,1,4,,12,27,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20070516,20070516,,537.544843317246,22.96,4,93,72,,,4__1_____2_IT_1_4_4__12_TI_I_27,,,,4__1___,4__1_____2_IT_1,4_4,4_4_,4_4_12
164,4_336414_4__11_I,20150709,4,336414,001,1,1,1,4,,11,7,TI,I,ESTRECHO,28,079,MADRID,A,Calle de Bravo Murillo N 191,20070516,20070516,,755.642790028494,22.96,4,93,72,,,4__1_____1_IT_1_4_4__11_TI_I_7,,,,4__1___,4__1_____1_IT_1,4_4,4_4_,4_4_11
165,4_336415_6__16_I,20150709,4,336415,001,1,2,1,6,,16,25,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20070516,20070516,,508.845996173937,22.96,4,91,40,,,4__1_____2_IT_1_4_6__16_TI_I_25,,,,4__1___,4__1_____2_IT_1,4_6,4_6_,4_6_16
166,4_336414_6__15_I,20150709,4,336414,001,1,1,1,6,,15,9,TI,I,CUATRO CAMINOS,28,079,MADRID,A,Gta de Cuatro Caminos N 2,20070516,20070516,,448.179819419585,22.96,4,91,40,,,4__1_____1_IT_1_4_6__15_TI_I_9,,,,4__1___,4__1_____1_IT_1,4_6,4_6_,4_6_15
167,4_336415_7__18_I,20150709,4,336415,001,1,2,1,7,,18,24,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20070516,20070516,,745.688417126245,22.96,4,93,316,,,4__1_____2_IT_1_4_7__18_TI_I_24,,,,4__1___,4__1_____2_IT_1,4_7,4_7_,4_7_18
168,4_336414_7__17_I,20150709,4,336414,001,1,1,1,7,,17,10,TI,I,RIOS ROSAS,28,079,MADRID,A,Calle de Ríos Rosas N 22,20070516,20070516,,510.403207934831,22.96,4,93,316,,,4__1_____1_IT_1_4_7__17_TI_I_10,,,,4__1___,4__1_____1_IT_1,4_7,4_7_,4_7_17
169,4_336414_9__21_I,20150709,4,336414,001,1,1,1,9,,21,12,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20070516,20070516,,715.985986487508,22.96,4,93,160,,,4__1_____1_IT_1_4_9__21_TI_I_12,,,,4__1___,4__1_____1_IT_1,4_9,4_9_,4_9_21
170,4_336415_9__22_I,20150709,4,336415,001,1,2,1,9,,22,22,TI,I,BILBAO,28,079,MADRID,A,Calle de Sagasta N 2,20070516,20070516,,463.782249025705,22.96,4,93,160,,,4__1_____2_IT_1_4_9__22_TI_I_22,,,,4__1___,4__1_____2_IT_1,4_9,4_9_,4_9_22
171,4_336414_10__23_I,20150709,4,336414,001,1,1,1,10,,23,13,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20070516,20070516,,459.654038249673,22.96,4,92,355,,,4__1_____1_IT_1_4_10__23_TI_I_13,,,,4__1___,4__1_____1_IT_1,4_10,4_10_,4_10_23
172,4_336415_10__24_I,20150709,4,336415,001,1,2,1,10,,24,21,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de Fuencarral N 81,20070516,20070516,,710.625568014354,22.96,4,92,355,,,4__1_____2_IT_1_4_10__24_TI_I_21,,,,4__1___,4__1_____2_IT_1,4_10,4_10_,4_10_24
173,4_336414_11__25_I,20150709,4,336414,001,1,1,1,11,,25,14,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20070516,20070516,,712.569829882504,22.96,4,93,222,,,4__1_____1_IT_1_4_11__25_TI_I_14,,,,4__1___,4__1_____1_IT_1,4_11,4_11_,4_11_25
174,4_336415_11__26_I,20150709,4,336415,001,1,2,1,11,,26,20,TI,I,GRAN VIA,28,079,MADRID,A,Calle   Gran Vía N 23,20070516,20070516,,340.243529150148,22.96,4,93,222,,,4__1_____2_IT_1_4_11__26_TI_I_20,,,,4__1___,4__1_____2_IT_1,4_11,4_11_,4_11_26
175,4_336414_12__27_I,20150709,4,336414,001,1,1,1,12,,27,15,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070516,20070516,,331.172249805635,22.96,4,90,58,,,4__1_____1_IT_1_4_12__27_TI_I_15,,,,4__1___,4__1_____1_IT_1,4_12,4_12_,4_12_27
176,4_336415_12__28_I,20150709,4,336415,001,1,2,1,12,,28,19,TI,I,SOL,28,079,MADRID,A,Plaza de la Puerta del Sol N 6,20070516,20070516,,655.299125693662,22.96,4,90,58,,,4__1_____2_IT_1_4_12__28_TI_I_19,,,,4__1___,4__1_____2_IT_1,4_12,4_12_,4_12_28
177,4_336414_13__29_I,20150709,4,336414,001,1,1,1,13,,29,16,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20070516,20070516,,655.275158437598,22.96,4,92,349,,,4__1_____1_IT_1_4_13__29_TI_I_16,,,,4__1___,4__1_____1_IT_1,4_13,4_13_,4_13_29
178,4_336415_13__30_I,20150709,4,336415,001,1,2,1,13,,30,18,TI,I,TIRSO DE MOLINA,28,079,MADRID,A,Plaza de Tirso de Molina N 7,20070516,20070516,,502.131526121804,22.96,4,92,349,,,4__1_____2_IT_1_4_13__30_TI_I_18,,,,4__1___,4__1_____2_IT_1,4_13,4_13_,4_13_30
179,4_336414_14__31_I,20150709,4,336414,001,1,1,1,14,,31,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20070516,20070516,,505.299443064092,22.96,4,93,138,,,4__1_____1_IT_1_4_14__31_TI_I_17,,,,4__1___,4__1_____1_IT_1,4_14,4_14_,4_14_31
180,4_336415_14__32_I,20150709,4,336415,001,1,2,1,14,,32,17,TI,I,ANTON MARTIN,28,079,MADRID,A,Calle de Atocha N 50,20070516,20070516,,674.97041171307,22.96,4,93,138,,,4__1_____2_IT_1_4_14__32_TI_I_17,,,,4__1___,4__1_____2_IT_1,4_14,4_14_,4_14_32
181,4_336414_15__33_I,20150709,4,336414,001,1,1,1,15,,33,18,TI,I,ATOCHA,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20070516,20070516,,674.9789044664,22.96,4,92,29,,,4__1_____1_IT_1_4_15__33_TI_I_18,,,,4__1___,4__1_____1_IT_1,4_15,4_15_,4_15_33
182,4_336415_15__34_I,20150709,4,336415,001,1,2,1,15,,34,16,TI,I,ATOCHA,28,079,MADRID,A,Plaza del Emperador Carlos V N 11,20070516,20070516,,308.423956010122,22.96,4,92,29,,,4__1_____2_IT_1_4_15__34_TI_I_16,,,,4__1___,4__1_____2_IT_1,4_15,4_15_,4_15_34
183,4_336414_16__35_I,20150709,4,336414,001,1,1,1,16,,35,19,TI,I,ATOCHA RENFE,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20070516,20070516,,308.981287298045,22.96,4,90,54,,,4__1_____1_IT_1_4_16__35_TI_I_19,,,,4__1___,4__1_____1_IT_1,4_16,4_16_,4_16_35
184,4_336415_16__36_I,20150709,4,336415,001,1,2,1,16,,36,15,TI,I,ATOCHA RENFE,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 2B,20070516,20070516,,702.786949584886,22.96,4,90,54,,,4__1_____2_IT_1_4_16__36_TI_I_15,,,,4__1___,4__1_____2_IT_1,4_16,4_16_,4_16_36
185,4_336414_17__37_I,20150709,4,336414,001,1,1,1,17,,37,20,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20070516,20070516,,701.876867823958,22.96,4,93,272,,,4__1_____1_IT_1_4_17__37_TI_I_20,,,,4__1___,4__1_____1_IT_1,4_17,4_17_,4_17_37
186,4_336415_17__38_I,20150709,4,336415,001,1,2,1,17,,38,14,TI,I,MENENDEZ PELAYO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 23,20070516,20070516,,538.623069832559,22.96,4,93,272,,,4__1_____2_IT_1_4_17__38_TI_I_14,,,,4__1___,4__1_____2_IT_1,4_17,4_17_,4_17_38
187,4_336414_18__39_I,20150709,4,336414,001,1,1,1,18,,39,21,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20070516,20070516,,539.783078267116,22.96,4,92,53,,,4__1_____1_IT_1_4_18__39_TI_I_21,,,,4__1___,4__1_____1_IT_1,4_18,4_18_,4_18_39
188,4_336415_18__40_I,20150709,4,336415,001,1,2,1,18,,40,13,TI,I,PACIFICO,28,079,MADRID,A,Avda de la Ciudad de Barcelona N 79,20070516,20070516,,713.31948755965,22.96,4,92,53,,,4__1_____2_IT_1_4_18__40_TI_I_13,,,,4__1___,4__1_____2_IT_1,4_18,4_18_,4_18_40
189,4_336414_19__41_I,20150709,4,336414,001,1,1,1,19,,41,22,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20070516,20070516,,712.551579746634,22.96,4,92,51,,,4__1_____1_IT_1_4_19__41_TI_I_22,,,,4__1___,4__1_____1_IT_1,4_19,4_19_,4_19_41
190,4_336415_19__42_I,20150709,4,336415,001,1,2,1,19,,42,12,TI,I,PUENTE DE VALLECAS,28,079,MADRID,A,Avda de la Albufera N 1,20070516,20070516,,471.115883324982,22.96,4,92,51,,,4__1_____2_IT_1_4_19__42_TI_I_12,,,,4__1___,4__1_____2_IT_1,4_19,4_19_,4_19_42
191,4_336280_197__411_I,20150709,4,336280,101,10a,1,1,197,,411,12,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,665.824018664706,31.12,4,92,64,,,4__10_A____1_IT_1_4_197__411_TI_I_12,,,,4__10_A__,4__10_A____1_IT_1,4_197,4_197_,4_197_411
192,4_336281_197__412_I,20150709,4,336281,101,10a,2,1,197,,412,10,TI,I,PLAZA DE ESPAÑA,28,079,MADRID,A,Calle de los Reyes N 10,20070425,20070426,,937.473,31.12,4,92,64,,,4__10_A____2_IT_1_4_197__412_TI_I_10,,,,4__10_A__,4__10_A____2_IT_1,4_197,4_197_,4_197_412
193,4_336280_198__413_I,20150709,4,336280,101,10a,1,1,198,,413,13,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,907.874145680392,31.12,4,90,18,,,4__10_A____1_IT_1_4_198__413_TI_I_13,,,,4__10_A__,4__10_A____1_IT_1,4_198,4_198_,4_198_413
194,4_336281_198__414_I,20150709,4,336281,101,10a,2,1,198,,414,9,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20070425,20070426,,1538.79,31.12,4,90,18,,,4__10_A____2_IT_1_4_198__414_TI_I_9,,,,4__10_A__,4__10_A____2_IT_1,4_198,4_198_,4_198_414
195,4_336280_199__415_I,20150709,4,336280,101,10a,1,1,199,,415,14,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1766.07477408003,31.12,4,93,254,,,4__10_A____1_IT_1_4_199__415_TI_I_14,,,,4__10_A__,4__10_A____1_IT_1,4_199,4_199_,4_199_415
196,4_336281_199__416_I,20150709,4,336281,101,10a,2,1,199,,416,8,TI,I,LAGO,28,079,MADRID,A,Ronda del Lago N 3,20070425,20070426,,1920.437,31.12,4,93,254,,,4__10_A____2_IT_1_4_199__416_TI_I_8,,,,4__10_A__,4__10_A____2_IT_1,4_199,4_199_,4_199_416
197,4_336280_200__417_I,20150709,4,336280,101,10a,1,1,200,,417,15,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,1918.45850846236,31.12,4,93,158,,,4__10_A____1_IT_1_4_200__417_TI_I_15,,,,4__10_A__,4__10_A____1_IT_1,4_200,4_200_,4_200_417
198,4_336281_200__418_I,20150709,4,336281,101,10a,2,1,200,,418,7,TI,I,BATAN,28,079,MADRID,A,Paseo de la Venta N 1,20070425,20070426,,928.354,31.12,4,93,158,,,4__10_A____2_IT_1_4_200__418_TI_I_7,,,,4__10_A__,4__10_A____2_IT_1,4_200,4_200_,4_200_418
199,4_336280_201__419_I,20150709,4,336280,101,10a,1,1,201,,419,16,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,921.38581770468,31.12,4,91,42,,,4__10_A____1_IT_1_4_201__419_TI_I_16,,,,4__10_A__,4__10_A____1_IT_1,4_201,4_201_,4_201_419
200,4_336281_201__420_I,20150709,4,336281,101,10a,2,1,201,,420,6,TI,I,CASA DE CAMPO,28,079,MADRID,A,Paseo de la Venta N SN,20070425,20070426,,1304.781,31.12,4,91,42,,,4__10_A____2_IT_1_4_201__420_TI_I_6,,,,4__10_A__,4__10_A____2_IT_1,4_201,4_201_,4_201_420
201,4_336280_202__421_I,20150709,4,336280,101,10a,1,1,202,,421,17,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1310.47638421292,31.12,4,91,43,,,4__10_A____1_IT_1_4_202__421_TI_I_17,,,,4__10_A__,4__10_A____1_IT_1,4_202,4_202_,4_202_421
202,4_336281_202__422_I,20150709,4,336281,101,10a,2,1,202,,422,5,TI,I,COLONIA JARDIN,28,079,MADRID,A,Calle de Arenas de San Pedro N 2,20070425,20070426,,1719.862,31.12,4,91,43,,,4__10_A____2_IT_1_4_202__422_TI_I_5,,,,4__10_A__,4__10_A____2_IT_1,4_202,4_202_,4_202_422
203,4_343167_206__430_C,20150709,4,343167,011,11,2,1,206,,430,7,TI,C,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20101008,20101005,,900.485,26.52,4,90,36,,,4__11_____2_IT_1_4_206__430_TI_C_7,,,,4__11___,4__11_____2_IT_1,4_206,4_206_,4_206_430
204,4_343166_207__431_I,20150709,4,343166,011,11,1,1,207,,431,2,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,899.641,26.52,4,93,431,,,4__11_____1_IT_1_4_207__431_TI_I_2,,,,4__11___,4__11_____1_IT_1,4_207,4_207_,4_207_431
205,4_343167_207__432_I,20150709,4,343167,011,11,2,1,207,,432,6,TI,I,ABRANTES,28,079,MADRID,A,Avda de Abrantes N 77,20101008,20101005,,783.074,26.52,4,93,431,,,4__11_____2_IT_1_4_207__432_TI_I_6,,,,4__11___,4__11_____2_IT_1,4_207,4_207_,4_207_432
206,4_343166_208__433_I,20150709,4,343166,011,11,1,1,208,,433,3,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,783.737,26.52,4,93,288,,,4__11_____1_IT_1_4_208__433_TI_I_3,,,,4__11___,4__11_____1_IT_1,4_208,4_208_,4_208_433
207,4_343167_208__434_I,20150709,4,343167,011,11,2,1,208,,434,5,TI,I,PAN BENDITO,28,079,MADRID,A,Avda de Abrantes N 289,20101008,20101005,,587.013,26.52,4,93,288,,,4__11_____2_IT_1_4_208__434_TI_I_5,,,,4__11___,4__11_____2_IT_1,4_208,4_208_,4_208_434
208,4_336280_193__403_I,20150709,4,336280,101,10a,1,1,193,,403,8,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,792.146023988993,31.12,4,90,71,,,4__10_A____1_IT_1_4_193__403_TI_I_8,,,,4__10_A__,4__10_A____1_IT_1,4_193,4_193_,4_193_403
209,4_336281_193__404_I,20150709,4,336281,101,10a,2,1,193,,404,14,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20070425,20070426,,869.352,31.12,4,90,71,,,4__10_A____2_IT_1_4_193__404_TI_I_14,,,,4__10_A__,4__10_A____2_IT_1,4_193,4_193_,4_193_404
210,4_336280_194__405_I,20150709,4,336280,101,10a,1,1,194,,405,9,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,869.126023533196,31.12,4,92,223,,,4__10_A____1_IT_1_4_194__405_TI_I_9,,,,4__10_A__,4__10_A____1_IT_1,4_194,4_194_,4_194_405
211,4_336281_194__406_I,20150709,4,336281,101,10a,2,1,194,,406,13,TI,I,GREGORIO MARAÑON,28,079,MADRID,A,Calle de Miguel Ángel N 29,20070425,20070426,,1137.306,31.12,4,92,223,,,4__10_A____2_IT_1_4_194__406_TI_I_13,,,,4__10_A__,4__10_A____2_IT_1,4_194,4_194_,4_194_406
212,4_336280_195__407_I,20150709,4,336280,101,10a,1,1,195,,407,10,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,1141.36249995216,31.12,4,92,133,,,4__10_A____1_IT_1_4_195__407_TI_I_10,,,,4__10_A__,4__10_A____1_IT_1,4_195,4_195_,4_195_407
213,4_336281_195__408_I,20150709,4,336281,101,10a,2,1,195,,408,12,TI,I,ALONSO MARTINEZ,28,079,MADRID,A,Calle de Manuel González Longoria N 14,20070425,20070426,,596.593,31.12,4,92,133,,,4__10_A____2_IT_1_4_195__408_TI_I_12,,,,4__10_A__,4__10_A____2_IT_1,4_195,4_195_,4_195_408
214,4_336280_196__409_I,20150709,4,336280,101,10a,1,1,196,,409,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,598.979563355943,31.12,4,92,355,,,4__10_A____1_IT_1_4_196__409_TI_I_11,,,,4__10_A__,4__10_A____1_IT_1,4_196,4_196_,4_196_409
215,4_336281_196__410_I,20150709,4,336281,101,10a,2,1,196,,410,11,TI,I,TRIBUNAL,28,079,MADRID,A,Calle de la Palma N 5,20070425,20070426,,665.992,31.12,4,92,355,,,4__10_A____2_IT_1_4_196__410_TI_I_11,,,,4__10_A__,4__10_A____2_IT_1,4_196,4_196_,4_196_410
216,4_354329_162__339_I,20150709,4,354329,091,9A,1,1,162,,339,4,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,966.563,26.81,4,93,156,,,4__9_A____1_IT_1_4_162__339_TI_I_4,,,,4__9_A__,4__9_A____1_IT_1,4_162,4_162_,4_162_339
217,4_354330_162__340_I,20150709,4,354330,091,9A,2,1,162,,340,21,TI,I,BARRIO DEL PILAR,28,079,MADRID,A,Calle de Ginzo de Limia N 22,20150325,20150325,,1029.825,26.81,4,93,156,,,4__9_A____2_IT_1_4_162__340_TI_I_21,,,,4__9_A__,4__9_A____2_IT_1,4_162,4_162_,4_162_340
218,4_354329_163__341_I,20150709,4,354329,091,9A,1,1,163,,341,5,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,1027.091,26.81,4,93,368,,,4__9_A____1_IT_1_4_163__341_TI_I_5,,,,4__9_A__,4__9_A____1_IT_1,4_163,4_163_,4_163_341
219,4_354330_163__342_I,20150709,4,354330,091,9A,2,1,163,,342,20,TI,I,VENTILLA,28,079,MADRID,A,Avda de Asturias N 39,20150325,20150325,,882.344,26.81,4,93,368,,,4__9_A____2_IT_1_4_163__342_TI_I_20,,,,4__9_A__,4__9_A____2_IT_1,4_163,4_163_,4_163_342
220,4_354329_164__343_I,20150709,4,354329,091,9A,1,1,164,,343,6,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,874.877,26.81,4,90,21,,,4__9_A____1_IT_1_4_164__343_TI_I_6,,,,4__9_A__,4__9_A____1_IT_1,4_164,4_164_,4_164_343
221,4_354330_164__344_I,20150709,4,354330,091,9A,2,1,164,,344,19,TI,I,PLAZA DE CASTILLA,28,079,MADRID,A,Paseo de la Castellana N 189,20150325,20150325,,614.556,26.81,4,90,21,,,4__9_A____2_IT_1_4_164__344_TI_I_19,,,,4__9_A__,4__9_A____2_IT_1,4_164,4_164_,4_164_344
222,4_354329_165__345_I,20150709,4,354329,091,9A,1,1,165,,345,7,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,617.12,26.81,4,93,200,,,4__9_A____1_IT_1_4_165__345_TI_I_7,,,,4__9_A__,4__9_A____1_IT_1,4_165,4_165_,4_165_345
223,4_354330_165__346_I,20150709,4,354330,091,9A,2,1,165,,346,18,TI,I,DUQUE DE PASTRANA,28,079,MADRID,A,Calle de Mateo Inurria N 41,20150325,20150325,,743.838,26.81,4,93,200,,,4__9_A____2_IT_1_4_165__346_TI_I_18,,,,4__9_A__,4__9_A____2_IT_1,4_165,4_165_,4_165_346
224,4_354329_166__347_I,20150709,4,354329,091,9A,1,1,166,,347,8,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,753.186,26.81,4,93,300,,,4__9_A____1_IT_1_4_166__347_TI_I_8,,,,4__9_A__,4__9_A____1_IT_1,4_166,4_166_,4_166_347
225,4_354330_166__348_I,20150709,4,354330,091,9A,2,1,166,,348,17,TI,I,PIO XII,28,079,MADRID,A,Avda de Pío XII N 27,20150325,20150325,,704.643,26.81,4,93,300,,,4__9_A____2_IT_1_4_166__348_TI_I_17,,,,4__9_A__,4__9_A____2_IT_1,4_166,4_166_,4_166_348
226,4_354329_167__349_I,20150709,4,354329,091,9A,1,1,167,,349,9,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,704.36,26.81,4,92,77,,,4__9_A____1_IT_1_4_167__349_TI_I_9,,,,4__9_A__,4__9_A____1_IT_1,4_167,4_167_,4_167_349
227,4_354330_167__350_I,20150709,4,354330,091,9A,2,1,167,,350,16,TI,I,COLOMBIA,28,079,MADRID,A,Calle del Príncipe de Vergara N 269,20150325,20150325,,724.87,26.81,4,92,77,,,4__9_A____2_IT_1_4_167__350_TI_I_16,,,,4__9_A__,4__9_A____2_IT_1,4_167,4_167_,4_167_350
228,4_354329_168__351_I,20150709,4,354329,091,9A,1,1,168,,351,10,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,724.578,26.81,4,93,175,,,4__9_A____1_IT_1_4_168__351_TI_I_10,,,,4__9_A__,4__9_A____1_IT_1,4_168,4_168_,4_168_351
229,4_354330_168__352_I,20150709,4,354330,091,9A,2,1,168,,352,15,TI,I,CONCHA ESPINA,28,079,MADRID,A,Calle del Príncipe de Vergara N 210,20150325,20150325,,718.474,26.81,4,93,175,,,4__9_A____2_IT_1_4_168__352_TI_I_15,,,,4__9_A__,4__9_A____2_IT_1,4_168,4_168_,4_168_352
230,4_354329_169__353_I,20150709,4,354329,091,9A,1,1,169,,353,11,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,718.335,26.81,4,93,179,,,4__9_A____1_IT_1_4_169__353_TI_I_11,,,,4__9_A__,4__9_A____1_IT_1,4_169,4_169_,4_169_353
231,4_354330_169__354_I,20150709,4,354330,091,9A,2,1,169,,354,14,TI,I,CRUZ DEL RAYO,28,079,MADRID,A,Calle del Príncipe de Vergara N 138,20150325,20150325,,709.968,26.81,4,93,179,,,4__9_A____2_IT_1_4_169__354_TI_I_14,,,,4__9_A__,4__9_A____2_IT_1,4_169,4_169_,4_169_354
232,4_354329_170__355_I,20150709,4,354329,091,9A,1,1,170,,355,12,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,709.73,26.81,4,90,4,,,4__9_A____1_IT_1_4_170__355_TI_I_12,,,,4__9_A__,4__9_A____1_IT_1,4_170,4_170_,4_170_355
233,4_354330_170__356_I,20150709,4,354330,091,9A,2,1,170,,356,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20150325,20150325,,727.497,26.81,4,90,4,,,4__9_A____2_IT_1_4_170__356_TI_I_13,,,,4__9_A__,4__9_A____2_IT_1,4_170,4_170_,4_170_356
234,4_354329_172__359_I,20150709,4,354329,091,9A,1,1,172,,359,14,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,825.731,26.81,4,93,301,,,4__9_A____1_IT_1_4_172__359_TI_I_14,,,,4__9_A__,4__9_A____1_IT_1,4_172,4_172_,4_172_359
235,4_354330_172__360_I,20150709,4,354330,091,9A,2,1,172,,360,11,TI,I,PRINCIPE DE VERGARA,28,079,MADRID,A,Calle del Príncipe de Vergara N 12,20150325,20150325,,719.766,26.81,4,93,301,,,4__9_A____2_IT_1_4_172__360_TI_I_11,,,,4__9_A__,4__9_A____2_IT_1,4_172,4_172_,4_172_360
236,4_354329_173__361_I,20150709,4,354329,091,9A,1,1,173,,361,15,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,718.542,26.81,4,93,236,,,4__9_A____1_IT_1_4_173__361_TI_I_15,,,,4__9_A__,4__9_A____1_IT_1,4_173,4_173_,4_173_361
237,4_354330_173__362_I,20150709,4,354330,091,9A,2,1,173,,362,10,TI,I,IBIZA,28,079,MADRID,A,Calle de Ibiza N 1,20150325,20150325,,958.999,26.81,4,93,236,,,4__9_A____2_IT_1_4_173__362_TI_I_10,,,,4__9_A__,4__9_A____2_IT_1,4_173,4_173_,4_173_362
238,4_354329_174__363_I,20150709,4,354329,091,9A,1,1,174,,363,16,TI,I,SAINZ DE BARANDA,28,079,MADRID,A,Calle del Doctor Esquerdo N 103,20150325,20150325,,951.661,26.81,4,93,324,,,4__9_A____1_IT_1_4_174__363_TI_I_16,,,,4__9_A__,4__9_A____1_IT_1,4_174,4_174_,4_174_363
